,guests_per_night,lead_time_scaled,avg_price_per_room_scaled,has_special_request,season_Spring,season_Summer,season_Winter,is_canceled
66,1.0,1.163640660106042,-0.2334658892746347,1,False,True,False,0
67,1.0,-0.7039696674239054,1.126816142708488,0,True,False,False,1
68,2.0,-0.349978167434569,-0.7769645792543475,0,True,False,False,0
69,0.6666666666666666,-0.11805270192431407,-0.6080808055318379,1,True,False,False,0
70,0.6666666666666666,0.7242029359813486,-0.16284176571794898,0,False,True,False,0
71,2.0,-0.6063168398406402,-0.5313154538397881,1,False,False,False,0
72,1.0,-0.6551432536322729,0.5387935487473862,1,False,True,False,0
73,1.0,1.1392274532102258,-0.16284176571794898,0,False,True,False,1
74,0.4,-0.6063168398406402,-0.930495282638447,0,False,False,False,0
75,0.4,-0.8016224950071706,0.3530213976526257,1,True,False,False,0
76,1.5,2.2378217635219597,0.4973402588336794,0,False,False,True,0
77,0.6666666666666666,-0.2401187364033956,0.2025613083362083,1,False,True,False,0
78,0.42857142857142855,0.8706821773562464,0.4988755658675203,1,False,True,False,1
79,0.4,-0.4598375984657424,-0.930495282638447,1,True,False,False,0
80,2.0,-0.008193270893140677,1.658032376417473,0,True,False,False,1
81,0.4,0.5411038842627263,0.828966578143335,0,False,False,False,1
82,1.0,-0.7772092881113544,-0.5313154538397881,1,False,False,True,0
83,0.4,-0.5330772191531913,-0.1990750117165967,0,True,False,False,0
84,0.6666666666666666,-0.4598375984657424,-0.21504220486854292,1,True,False,False,0
85,1.0,-1.0091347536216093,1.3724652681230471,1,False,False,False,0
86,0.4,1.3711529187204807,-0.28413102139138774,1,False,False,False,0
87,0.5,1.2735000911372154,0.7583424545866487,0,False,True,False,1
88,2.0,-0.8138290984550789,-0.3163724691020486,0,False,False,True,0
89,0.6666666666666666,0.7608227463250731,0.2535335018597293,0,False,True,False,0
90,0.5,0.3213850222003795,-0.11432606344857353,1,True,False,False,0
91,0.6666666666666666,-0.191292322611763,-9.922013080345446e-05,0,True,False,False,0
92,0.6666666666666666,-0.13025930537222222,0.32231525697580576,1,True,False,False,0
93,2.0,0.10166616013803272,1.3540415837169555,1,True,False,False,0
94,0.2857142857142857,1.065987832522777,0.19304240472639406,0,False,True,False,1
95,1.5,0.6143435049501752,0.7736955249250587,1,False,True,False,0
96,1.0,2.884771746261092,0.2977503444343499,1,False,True,False,1
97,0.5,0.4190378497836447,-0.4407323388431692,1,True,False,False,0
98,0.6666666666666666,-0.6551432536322729,-0.8973326507074816,1,False,False,False,0
99,1.0,-0.6551432536322729,1.584337638793105,0,False,False,True,0
100,2.0,1.2857066945851237,-0.6080808055318379,1,False,False,False,0
101,1.0,-0.349978167434569,1.658032376417473,1,True,False,False,0
102,0.25,-0.349978167434569,-0.9366365107738112,1,False,False,True,0
103,2.0,-0.826035701902987,-0.3163724691020486,1,False,False,False,0
104,0.6666666666666666,-0.7283828743197218,0.05210121901979051,1,False,False,False,0
105,0.6666666666666666,-0.9236885294862522,-1.2682628300834662,0,False,False,True,0
106,0.4,-0.899275322590436,-0.6863814642577286,0,False,False,False,0
107,0.5,-1.0213413570695176,1.525995971507147,1,False,False,False,0
108,2.0,-0.8748621156946196,-0.11125544938089128,1,False,True,False,0
109,0.6666666666666666,-0.6307300467364565,-0.33172553944045857,1,False,False,False,0
110,1.0,1.2002604704497666,0.38679815239712784,1,False,False,False,1
111,2.0,-1.0091347536216093,0.666224032556189,1,False,True,False,0
112,0.6666666666666666,0.46786426357527733,0.33152709917885165,1,False,True,False,0
113,0.4,-0.5330772191531913,0.38679815239712784,1,False,True,False,0
114,1.0,0.3946246428878284,2.4238435248973618,1,False,True,False,1
115,0.75,0.48007086702318547,1.5474902699809205,1,False,True,False,0
116,0.42857142857142855,-0.5330772191531913,0.9352098248851313,0,True,False,False,1
117,0.42857142857142855,0.2603520049608387,-0.07594338760254864,1,False,False,False,0
119,0.4,-0.9969281501737012,-0.0707233436874892,1,False,False,False,0
120,0.6666666666666666,2.8481519359173673,0.027536306478334653,1,False,False,False,1
121,1.0,2.4697472290322144,-1.437146603805976,0,False,False,False,0
122,0.5,-0.191292322611763,-0.9627367303491079,0,True,False,False,1
123,0.6666666666666666,0.7852359532208893,-9.922013080345446e-05,0,True,False,False,0
124,1.5,-0.191292322611763,0.8566021047524721,1,True,False,False,0
125,1.0,-0.6551432536322729,-0.6080808055318379,0,True,False,False,0
126,1.0,-0.8504489087988033,0.2056319224038901,1,False,False,False,1
127,2.0,0.3213850222003795,2.6252758077373004,0,False,False,False,1
128,0.2,0.4068312463357366,0.14421964105025029,0,False,True,False,0
129,0.4,0.01621993600267563,-0.4244580842844546,1,False,True,False,0
130,1.0,-1.0091347536216093,0.9118731579707484,1,False,False,False,0
131,0.3333333333333333,-0.7161762708718136,0.7276363139098289,1,False,False,False,0
132,0.3333333333333333,2.506367039375939,-1.0671376086502957,1,False,False,True,1
133,0.4,-0.6795564605280892,-0.930495282638447,0,False,False,False,0
134,0.25,-0.044813081236865136,-1.0149371694997018,0,True,False,False,0
135,2.0,-0.8870687191425278,1.525995971507147,1,False,False,False,0
136,3.0,0.9561284014916035,0.4973402588336794,1,False,True,False,1
137,0.2857142857142857,0.8706821773562464,-0.4407323388431692,1,False,True,False,0
138,0.25,-0.02039987434104883,0.1334724918133635,0,True,False,False,0
139,0.5,-0.6917630639759973,1.1489245639957981,0,True,False,False,1
140,0.3333333333333333,-0.8626555122467114,-0.4699031724861482,0,True,False,False,0
141,1.0,1.9692764876679802,-0.930495282638447,0,False,True,False,1
142,1.0,-0.8870687191425278,0.1749257817270702,1,False,False,False,1
143,0.5,2.2256151600740517,-0.5712334367196539,1,False,False,False,0
144,2.0,-0.5452838226010994,0.38679815239712784,1,True,False,False,0
146,0.5,0.3457982290961958,-0.11432606344857353,1,True,False,False,0
147,0.6666666666666666,0.052839746346400096,-1.424864147535248,1,True,False,False,0
148,2.0,-0.33777156398666086,0.4512810478184495,0,False,True,False,0
149,0.4,-0.13025930537222222,0.055171833087472325,0,True,False,False,1
150,1.0,-0.044813081236865136,0.6631534184885072,1,True,False,False,0
151,0.6666666666666666,0.5655170911585425,1.050050791016438,1,False,False,False,1
152,0.5,-0.17908571916385482,-0.7539349737467325,1,True,False,False,0
153,1.0,2.3110613842094088,0.11351350037343035,0,False,True,False,1
154,2.0,-0.349978167434569,-0.040017203010669265,0,True,False,False,0
155,0.3333333333333333,-0.9725149432778849,-1.2375566894066463,1,False,False,False,0
156,0.6666666666666666,0.16269917737757347,1.0776863176255762,0,True,False,False,0
157,0.6666666666666666,-0.4842508053615587,-0.930495282638447,0,False,False,True,0
158,2.0,-0.6429366501843647,-0.33172553944045857,0,True,False,False,1
159,2.0,-1.0213413570695176,0.11351350037343035,0,False,True,False,0
160,0.5,-0.2645319432992119,-0.009311062333849344,1,False,False,False,0
161,0.5,0.028426539450583786,0.08127205266276952,1,True,False,False,0
162,0.75,-0.984721546725793,3.386788096522434,1,False,False,False,0
163,1.0,1.383359522168389,-0.6080808055318379,1,False,True,False,0
164,1.0,0.7242029359813486,-9.922013080345446e-05,1,False,True,False,0
166,1.0,-0.9236885294862522,1.5567021121839668,0,False,True,False,1
167,0.5,-0.8626555122467114,-0.9873016428905638,1,False,False,False,0
168,0.6666666666666666,2.396507608344766,0.14421964105025029,0,False,False,False,1
169,3.0,-0.8870687191425278,-0.5497391382458798,1,False,False,False,0
170,1.0,2.8481519359173673,0.4512810478184495,0,False,False,False,1
171,0.6666666666666666,1.236880280793491,-0.8015294917958034,0,False,False,True,1
172,0.5,0.9317151945957872,-0.4407323388431692,1,False,True,False,0
173,0.5,0.24814540151293057,-0.4244580842844546,1,False,False,False,0
174,3.0,-0.8870687191425278,1.3724652681230471,1,False,False,False,1
175,2.0,-0.9969281501737012,-0.5006093131629681,0,True,False,False,0
176,0.4,-0.8504489087988033,-0.4259933913182955,1,False,True,False,0
177,1.0,-0.7527960812155381,1.065403861354848,0,True,False,False,0
178,0.2857142857142857,-0.5696970294969158,-0.5380708047886884,0,False,False,False,0
179,1.0,2.5429868497196635,0.2977503444343499,0,False,True,False,1
180,0.6666666666666666,-0.8870687191425278,-0.7508643596790506,1,False,False,False,0
181,0.5,0.028426539450583786,-0.7017345345961385,1,True,False,False,0
182,2.0,0.3091784187524713,0.08280735969661043,0,False,False,False,1
183,1.0,-0.14246590882013038,-0.27645448622218277,1,True,False,False,0
184,0.3333333333333333,1.3711529187204807,-0.17973014309019983,0,False,True,False,1
185,1.0,-0.33777156398666086,1.0776863176255762,1,True,False,False,0
186,0.5,1.2857066945851237,-1.0149371694997018,0,False,True,False,0
187,0.4,0.51669067736691,0.635517891879369,0,False,True,False,0
188,0.4,2.677259487646653,-0.8383768606079873,0,False,True,False,1
189,0.25,-0.032606477788956985,1.2680643898218593,1,False,False,False,0
190,0.6666666666666666,-0.36218477088247714,0.41443367900626554,0,False,False,False,1
191,1.0,-0.8382423053508952,1.2189345647389476,0,False,False,False,1
192,0.5,0.028426539450583786,-0.6363304549545122,0,True,False,False,1
193,0.6666666666666666,0.9439217980436954,0.7583424545866487,0,True,False,False,1
195,0.6666666666666666,0.10166616013803272,-0.1161684318891828,0,True,False,False,0
196,2.0,0.04063314289849194,-0.16284176571794898,0,False,False,False,1
197,0.6666666666666666,0.3091784187524713,-1.4524996741443859,0,True,False,False,0
198,0.5,0.5288972808148181,-1.345028181775516,1,True,False,False,0
200,0.4,0.8828887808041546,-0.5528097523135621,1,False,True,False,0
201,1.0,-0.044813081236865136,-0.8844360716232171,1,False,True,False,1
202,0.5,1.5542519704391031,-1.2759393652526712,0,False,False,True,1
203,0.6666666666666666,2.3110613842094088,-0.3163724691020486,0,True,False,False,1
204,0.6666666666666666,-0.31335835709084453,-0.930495282638447,1,False,False,False,0
206,0.5,0.33359162564828765,-0.11432606344857353,1,True,False,False,0
207,0.4,-0.6063168398406402,-0.6234338758702478,0,False,True,False,0
208,0.3333333333333333,-0.8138290984550789,-0.21227865220762904,0,False,False,True,0
210,0.6666666666666666,-0.9481017363820685,0.023544508190347764,1,False,False,False,0
211,1.0,-0.6307300467364565,-0.009311062333849344,1,False,True,False,0
212,2.0,-0.9725149432778849,1.2189345647389476,1,False,False,False,0
213,1.0,1.3589463152725725,0.02231626256327521,1,False,True,False,1
214,0.5,0.43124445323155286,0.27625604596057585,1,False,True,False,0
215,0.5,-0.8626555122467114,-0.5313154538397881,0,False,False,True,0
216,1.0,-0.3011517536429364,-0.49293277799376317,1,False,False,False,0
217,0.42857142857142855,-0.06922628813268145,-0.5829017701768457,1,True,False,False,0
218,0.6666666666666666,3.067870797979714,-0.4699031724861482,1,False,False,False,0
219,0.2857142857142857,0.2359387980650224,-1.5151402011250983,0,False,True,False,0
220,0.5,-1.0213413570695176,0.11351350037343035,1,False,True,False,0
221,2.0,0.4190378497836447,-0.5927277351934279,0,True,False,False,0
222,0.3333333333333333,-0.33777156398666086,0.4190396001077887,0,False,False,False,0
223,1.0,0.28476521185665504,0.7583424545866487,1,False,True,False,0
224,0.5,-0.16687911571594669,-0.45270773370712897,1,True,False,False,0
225,1.0,-0.09363949502849775,-0.5528097523135621,1,True,False,False,0
226,1.0,0.7364095394292567,2.2214900578371184,1,True,False,False,1
227,0.75,-0.9725149432778849,2.9308019074716585,1,False,False,False,0
228,1.5,-0.8382423053508952,0.666224032556189,1,True,False,False,0
229,0.3333333333333333,-0.6307300467364565,-0.9949781780597687,0,False,False,True,1
230,1.5,-0.42321778812201793,1.658032376417473,0,True,False,False,1
231,0.75,-0.0814328915805896,0.9164790790722716,1,True,False,False,0
232,0.5,-0.7527960812155381,-0.4699031724861482,0,False,False,False,0
233,2.0,-1.0213413570695176,0.26704420375752996,0,False,False,False,0
234,3.0,-0.31335835709084453,0.607882365270231,1,False,True,False,0
236,1.0,0.4068312463357366,0.016482095834679498,0,True,False,False,1
237,0.5,-0.581903632944824,-0.10142948436430911,0,False,False,True,1
238,0.5,-0.5941102363927321,-0.9366365107738112,1,False,False,True,0
239,2.0,-0.6429366501843647,-0.33172553944045857,0,True,False,False,1
240,0.3333333333333333,-0.057019684684773295,0.4697047322245413,0,False,True,False,0
241,0.6666666666666666,-1.0091347536216093,1.0448307471013791,0,False,False,False,0
242,1.0,-0.7650026846634462,-0.009311062333849344,0,False,False,False,0
243,1.0,-0.8748621156946196,-0.16284176571794898,1,False,False,False,0
244,2.0,-0.6185234432885484,-0.7677527370513015,1,False,False,True,0
245,0.5,0.9805416083874198,-0.16284176571794898,0,False,False,False,0
246,0.6666666666666666,-0.06922628813268145,-9.922013080345446e-05,1,True,False,False,0
247,0.5,-0.8016224950071706,0.23019683494534599,0,True,False,False,1
248,0.6666666666666666,-0.7650026846634462,1.4031714087998672,0,False,True,False,1
249,0.25,-1.0213413570695176,-0.4391970318093283,1,False,False,False,0
250,1.0,0.834062367012522,1.271135003889541,1,False,True,False,1
251,0.4,-0.4964574088094668,-1.4402172178736579,0,False,False,False,0
252,0.5,1.1392274532102258,-0.7539349737467325,1,False,True,False,1
253,1.0,-0.4476309950178342,-0.8844360716232171,0,True,False,False,0
254,1.0,-0.32556496053875267,1.0693956596428345,0,False,False,False,0
255,0.3333333333333333,-0.2889451501950282,-0.8997891419616272,1,False,False,False,0
256,2.0,-1.0213413570695176,2.9077723019640436,0,False,False,False,0
257,1.0,0.22373219461711424,-0.11678255470271907,0,False,False,False,1
258,0.6666666666666666,-0.15467251226803852,0.08280735969661043,1,False,False,False,0
259,0.6,0.33359162564828765,2.570004754519024,1,False,True,False,0
260,1.5,-1.0091347536216093,1.863763518952166,1,False,True,False,0
261,1.0,-0.9725149432778849,-1.1607913377145964,0,False,False,True,0
262,0.5,-0.7161762708718136,-0.8217955446425044,1,False,False,False,0
263,0.25,1.5298387635432869,1.4369481635443688,1,False,False,False,1
264,0.3333333333333333,0.11387276358594087,0.2977503444343499,0,False,False,False,1
265,0.2857142857142857,-0.3743913743303853,-1.1905762941711118,1,False,False,False,0
268,0.6666666666666666,2.665052884198745,-0.46069133028310233,1,False,False,True,1
269,1.0,0.46786426357527733,-0.6234338758702478,0,True,False,False,0
270,1.0,-0.826035701902987,-0.930495282638447,0,True,False,False,0
271,0.3333333333333333,-0.6795564605280892,0.3091116164847734,1,False,True,False,1
272,0.6666666666666666,0.9439217980436954,0.7583424545866487,0,True,False,False,1
273,1.5,-0.32556496053875267,0.635517891879369,1,False,False,True,0
274,2.0,-0.7894158915592625,-0.3363314605419817,1,False,True,False,0
275,0.5,0.3091784187524713,0.40399359117614664,1,False,True,False,0
276,0.5,1.8960368669805314,-0.45147948808005645,0,False,True,False,1
277,0.3333333333333333,-0.6185234432885484,-0.6879167712915695,1,True,False,False,0
278,0.6666666666666666,-0.8870687191425278,-0.30623944267869807,1,False,True,False,0
279,0.42857142857142855,-0.5330772191531913,0.9315250880039128,1,True,False,False,0
280,1.5,-0.47204420191365054,0.5249757854428175,0,False,True,False,0
281,0.5,-0.5208706157052831,0.33152709917885165,0,True,False,False,1
282,0.5,1.0171614187311442,-1.3241480061152786,0,False,True,False,1
283,0.5,-0.2645319432992119,-1.2759393652526712,0,True,False,False,1
284,0.2,0.3580048325441039,0.41443367900626554,0,False,False,False,1
285,1.0,-1.0091347536216093,1.8944696596289858,0,False,True,False,0
286,1.0,0.004013332554767478,2.534692692740681,1,True,False,False,0
289,1.0,1.9692764876679802,0.7184244717067825,0,False,False,False,1
290,0.5,-0.044813081236865136,-0.7668315528309969,1,True,False,False,0
291,1.0,-0.9358951329341604,1.065403861354848,1,False,True,False,1
292,1.5,0.5411038842627263,-0.8844360716232171,1,False,True,False,0
293,0.6666666666666666,0.19931898772129794,-9.922013080345446e-05,1,True,False,False,0
294,0.6666666666666666,0.4190378497836447,-0.5528097523135621,1,True,False,False,1
295,0.3333333333333333,1.0049548152832362,0.14421964105025029,0,False,False,False,1
296,1.0,-0.5208706157052831,-0.6848461572238876,0,False,False,False,0
297,0.5,1.1026076428665013,-0.17973014309019983,1,False,True,False,0
298,1.0,-0.6917630639759973,-0.024664132672259306,1,False,False,True,0
300,0.3333333333333333,-0.5696970294969158,-0.3163724691020486,0,False,False,False,0
301,0.5,1.2735000911372154,0.7583424545866487,0,False,True,False,1
302,0.6666666666666666,-0.191292322611763,-1.298968970760286,1,False,False,True,0
303,0.6666666666666666,1.2857066945851237,0.1380784129148862,0,False,False,False,1
304,2.0,-0.899275322590436,-0.0707233436874892,0,True,False,False,0
305,1.0,-0.7894158915592625,0.7583424545866487,1,False,False,True,0
306,1.0,-0.27673854674712006,0.35916262578798974,0,True,False,False,1
307,0.5,0.13828597048175717,-1.375734322452336,0,False,False,True,0
308,2.0,-0.008193270893140677,0.2117731505392542,0,False,False,False,0
309,0.5,-0.5696970294969158,0.9395086845798865,0,False,True,False,1
310,2.0,-0.7894158915592625,1.4031714087998672,1,False,True,False,1
311,2.0,-0.7527960812155381,4.105311788360021,1,False,False,False,0
312,0.6666666666666666,-0.7527960812155381,-1.419029980806652,0,False,False,True,0
313,0.2857142857142857,0.8218557635646138,-0.06795979102657529,0,False,True,False,1
314,0.6666666666666666,-0.7039696674239054,-0.5620215945166079,0,False,False,True,0
315,3.0,-0.6917630639759973,0.9732854393243883,0,True,False,False,1
316,1.0,-0.057019684684773295,0.11351350037343035,0,False,True,False,0
317,1.0,1.9936896945637965,0.2977503444343499,1,False,True,False,1
318,0.4,1.2857066945851237,-0.17973014309019983,1,False,True,False,0
319,1.0,2.884771746261092,0.2977503444343499,1,False,True,False,1
320,1.0,-0.6917630639759973,0.7583424545866487,1,False,False,True,0
321,1.0,-0.3988045812262016,-1.2375566894066463,0,True,False,False,0
322,1.0,1.9692764876679802,-0.930495282638447,0,False,True,False,1
323,1.0,-0.38659797777829347,0.8473902625494267,0,False,True,False,1
324,0.5,-0.8626555122467114,0.4512810478184495,0,False,False,False,0
325,1.0,-0.4598375984657424,-0.8015294917958034,1,False,False,False,1
326,1.0,0.004013332554767478,1.658032376417473,0,False,True,False,1
327,0.5,1.2735000911372154,0.7583424545866487,0,False,True,False,1
328,0.6666666666666666,-0.7894158915592625,-0.4699031724861482,0,False,False,False,0
329,1.0,-0.20349892605967115,1.0776863176255762,1,True,False,False,0
330,2.0,-1.0213413570695176,-0.930495282638447,0,False,True,False,0
331,1.0,2.3110613842094088,0.11351350037343035,0,False,True,False,1
332,0.6666666666666666,0.3213850222003795,-0.33172553944045857,0,False,True,False,1
333,1.0,-1.0213413570695176,-0.930495282638447,0,False,False,True,0
334,0.6666666666666666,-0.6307300467364565,-0.930495282638447,1,False,False,False,0
335,0.6666666666666666,2.420920815240582,-0.8792160277081578,0,False,False,False,0
336,0.5,-0.5574904260490076,0.635517891879369,0,False,False,False,0
337,1.0,1.1148142463144095,-0.6080808055318379,1,False,True,False,0
338,0.6666666666666666,0.7242029359813486,1.0868981598286216,0,False,True,False,1
339,0.5,0.5288972808148181,-0.049229045213715156,1,False,True,False,0
340,1.0,-1.0213413570695176,1.126816142708488,0,False,False,False,0
341,0.42857142857142855,0.13828597048175717,-0.049229045213715156,1,False,False,True,0
342,0.3333333333333333,0.4190378497836447,0.14421964105025029,0,False,True,False,0
343,0.6666666666666666,-0.47204420191365054,-0.930495282638447,0,False,False,False,0
344,1.5,-0.17908571916385482,0.9947797377981619,0,False,True,False,0
345,2.0,-0.32556496053875267,-0.5528097523135621,1,False,False,False,0
347,1.0,-0.5452838226010994,-0.11678255470271907,0,False,True,False,0
348,2.0,-1.0213413570695176,-0.25496018774840873,1,False,False,True,0
349,1.5,0.06504634979430825,1.3816771103260936,1,False,True,False,0
350,0.5,0.01621993600267563,-0.7017345345961385,0,True,False,False,0
351,1.0,-0.9725149432778849,-0.0707233436874892,1,False,True,False,0
353,0.5,-0.8748621156946196,1.2189345647389476,1,False,True,False,0
354,0.5,-0.0814328915805896,0.9072672368692252,1,True,False,False,0
355,1.5,-0.8504489087988033,1.932852335475011,1,False,False,False,0
356,0.3333333333333333,-1.0091347536216093,-1.391087392790746,0,False,False,True,1
357,0.5,0.6021369015022671,-0.8997891419616272,0,False,True,False,0
358,0.6666666666666666,-0.984721546725793,-1.2836159004218761,1,False,True,False,0
359,1.0,-0.7894158915592625,-0.3163724691020486,0,False,False,False,0
360,0.5,0.028426539450583786,-0.4407323388431692,1,False,False,False,0
361,1.0,-0.74058947776763,-0.21197159080086067,1,False,False,False,0
362,2.0,-0.22791213295548746,0.9395086845798865,1,False,False,False,0
363,1.0,-1.0091347536216093,0.7583424545866487,1,False,False,False,0
364,2.0,-0.2157055295075793,-0.7186229119683895,1,False,False,False,0
365,0.6,-0.41101118467410974,-0.8122766410326905,1,False,False,True,0
366,0.4,0.04063314289849194,1.1053218442347144,0,False,True,False,1
367,1.0,0.9195085911478791,-1.0840259860225467,1,True,False,False,0
368,0.4,-0.5452838226010994,1.9896586957271276,1,False,True,False,0
370,0.8,-0.7527960812155381,2.8770661612872237,0,False,False,True,0
371,0.5,0.22373219461711424,-0.7017345345961385,0,False,True,False,0
373,0.5,-0.33777156398666086,2.4471801918117446,0,False,False,False,0
375,0.6666666666666666,-0.41101118467410974,0.41443367900626554,1,False,False,False,0
376,1.0,0.38241803943992025,-0.027734746739941123,0,False,False,False,1
377,1.0,-1.0213413570695176,-1.2375566894066463,0,True,False,False,0
378,0.5,-0.5941102363927321,-1.050249231278045,0,True,False,False,1
379,0.6666666666666666,-0.8138290984550789,-0.3163724691020486,0,True,False,False,0
381,0.5,0.5044840739190019,0.9425792986475683,1,False,False,False,0
382,1.0,-0.6307300467364565,1.3079823727017257,0,False,False,True,1
383,1.0,-0.9603083398299767,0.5648937683226833,0,False,False,False,0
384,0.6666666666666666,0.08945955669012455,0.9395086845798865,0,False,True,False,1
385,1.0,0.22373219461711424,0.11351350037343035,0,False,False,False,0
386,1.0,-0.9114819260383441,2.4778863324885645,1,True,False,False,0
387,0.75,0.8706821773562464,0.31617402884044166,1,False,False,True,1
388,4.0,-1.0213413570695176,3.5526012561772617,0,True,False,False,1
389,0.3333333333333333,-0.8870687191425278,-1.2375566894066463,0,False,False,False,0
390,1.0,-1.0213413570695176,-0.7769645792543475,0,False,False,True,0
391,0.6,0.028426539450583786,-0.9664214672303264,0,True,False,False,0
392,1.0,-0.8016224950071706,-1.1761444080530064,0,False,False,False,0
393,1.0,-0.31335835709084453,-0.7677527370513015,1,True,False,False,0
394,0.6666666666666666,-0.36218477088247714,-0.6234338758702478,0,True,False,False,0
395,0.6,-0.7161762708718136,1.4369481635443688,1,False,True,False,1
396,1.0,0.28476521185665504,-0.49293277799376317,1,False,False,False,0
397,0.25,0.19931898772129794,0.14421964105025029,0,False,False,False,0
398,0.6666666666666666,2.3110613842094088,-0.3163724691020486,0,True,False,False,1
399,2.0,-0.667349857080181,-0.8076707199311673,0,True,False,False,0
400,2.0,1.6763180049181845,-0.7769645792543475,0,False,True,False,1
401,0.5,1.5786651773349194,-0.07532926478901236,1,False,False,False,1
402,0.6666666666666666,1.395566125616297,-0.4699031724861482,0,False,False,False,1
